Date,Time,Temperature,Humidity,Moist,Powdery,Downy,B. Leaf Spot
3/20/2023,1:08:18,27.2,22,5,no,no,no
3/20/2023,1:08:21,27.2,22,4,no,no,no
3/20/2023,1:08:24,27.2,22,4,no,no,no
3/20/2023,1:08:28,27.2,22,6,no,no,no
3/20/2023,1:08:31,27.2,22,5,no,no,no
3/20/2023,1:08:34,27.2,22,5,no,no,no
3/20/2023,1:08:37,27.2,22,5,no,no,no
3/20/2023,1:08:40,27.2,22,5,no,no,no
3/20/2023,1:08:43,27.2,22,4,no,no,no
3/20/2023,1:08:50,27.2,22,5,no,no,no
3/20/2023,1:08:53,27.2,22,4,no,no,no
3/20/2023,1:08:57,27.2,22,5,no,no,no
3/20/2023,1:09:00,27.2,22,4,no,no,no
3/20/2023,1:09:03,27.2,22,6,no,no,no
3/20/2023,1:09:06,27.2,22,4,no,no,no
3/20/2023,1:09:09,27.2,22,6,no,no,no
3/20/2023,1:09:13,27.2,22,5,no,no,no
3/20/2023,1:09:16,27.2,22,4,no,no,no
3/20/2023,1:09:19,27.2,22,7,no,no,no
3/20/2023,1:09:23,27.2,22,5,no,no,no
3/20/2023,1:09:26,27.2,22,6,no,no,no
3/20/2023,1:09:30,27.2,22,4,no,no,no
3/20/2023,1:09:33,27.2,22,5,no,no,no
3/20/2023,1:09:37,27.2,22,5,no,no,no
3/20/2023,1:09:40,27.2,22,5,no,no,no
3/20/2023,1:09:43,27.2,22,5,no,no,no
3/20/2023,1:09:47,27.2,22,5,no,no,no
3/20/2023,1:09:50,27.2,22,4,no,no,no
3/20/2023,1:09:53,27.2,22,6,no,no,no
3/20/2023,1:09:56,27.3,22,5,no,no,no
3/20/2023,1:09:59,27.2,22,6,no,no,no
3/20/2023,1:10:02,27.2,22,6,no,no,no
3/20/2023,1:10:06,27.2,22,5,no,no,no
3/20/2023,1:10:10,27.2,22,5,no,no,no
3/20/2023,1:10:13,27.2,22,7,no,no,no
3/20/2023,1:10:17,27.2,22,4,no,no,no
3/20/2023,1:10:20,27.2,22,7,no,no,no
3/20/2023,1:10:24,27.2,22,4,no,no,no
3/20/2023,1:10:28,27.2,22,3,no,no,no
3/20/2023,1:10:32,27.2,22,6,no,no,no
3/20/2023,1:10:35,27.2,22,6,no,no,no
3/20/2023,1:10:39,27.2,22,6,no,no,no
3/20/2023,1:10:43,27.2,22,5,no,no,no
3/20/2023,1:10:46,27.2,22,4,no,no,no
3/20/2023,1:10:50,27.2,22,5,no,no,no
3/20/2023,1:10:54,27.3,22,6,no,no,no
3/20/2023,1:10:57,27.2,22,3,no,no,no
3/20/2023,1:11:01,27.2,22,6,no,no,no
3/20/2023,1:11:04,27.3,22,5,no,no,no
3/20/2023,1:11:08,27.3,22,6,no,no,no
3/20/2023,1:11:12,27.3,22,5,no,no,no
3/20/2023,1:11:15,27.3,22,5,no,no,no
3/20/2023,1:11:19,27.3,22,5,no,no,no
3/20/2023,1:11:22,27.3,22,5,no,no,no
3/20/2023,1:11:25,27.3,22,4,no,no,no
3/20/2023,1:11:29,27.3,22,4,no,no,no
3/20/2023,1:11:33,27.3,22,4,no,no,no
3/20/2023,1:11:36,27.3,22,5,no,no,no
3/20/2023,1:11:40,27.3,22,5,no,no,no
3/20/2023,1:11:44,27.3,22,4,no,no,no
3/20/2023,1:11:48,27.3,22,5,no,no,no
3/20/2023,1:11:51,27.3,22,4,no,no,no
3/20/2023,1:11:55,27.3,22,5,no,no,no
3/20/2023,1:11:59,27.3,22,4,no,no,no
3/20/2023,1:12:02,27.3,22,4,no,no,no
3/20/2023,1:12:06,27.3,22,4,no,no,no
3/20/2023,1:12:09,27.3,22,5,no,no,no
3/20/2023,1:12:12,27.3,22,4,no,no,no
3/20/2023,1:12:16,27.3,22,4,no,no,no
3/20/2023,1:12:20,27.3,22,5,no,no,no
3/20/2023,1:12:23,27.3,22,5,no,no,no
3/20/2023,1:12:26,27.3,22,4,no,no,no
3/20/2023,1:12:30,27.3,22,5,no,no,no
3/20/2023,1:12:33,27.3,22,4,no,no,no
3/20/2023,1:12:36,27.3,22,4,no,no,no
3/20/2023,1:12:39,27.3,22,4,no,no,no
3/20/2023,1:12:43,27.3,22,5,no,no,no
3/20/2023,1:12:46,27.3,22,6,no,no,no
3/20/2023,1:12:50,27.3,22,6,no,no,no
3/20/2023,1:12:53,27.3,22,5,no,no,no
3/20/2023,1:12:57,27.3,22,6,no,no,no
3/20/2023,1:13:00,27.3,22,5,no,no,no
3/20/2023,1:13:03,27.3,22,3,no,no,no
3/20/2023,1:13:07,27.3,22,6,no,no,no
3/20/2023,1:13:10,27.3,22,4,no,no,no
3/20/2023,1:13:13,27.3,22,4,no,no,no
3/20/2023,1:13:17,27.3,22,4,no,no,no
3/20/2023,1:13:20,27.3,22,4,no,no,no
3/20/2023,1:13:23,27.3,22,4,no,no,no
3/20/2023,1:13:26,27.3,22,4,no,no,no
3/20/2023,1:13:30,27.3,22,6,no,no,no
3/20/2023,1:13:34,27.3,22,7,no,no,no
3/20/2023,1:13:38,27.3,22,5,no,no,no
3/20/2023,1:13:41,27.3,22,4,no,no,no
3/20/2023,1:13:44,27.3,22,9,no,no,no
3/20/2023,1:13:48,27.3,22,5,no,no,no
3/20/2023,1:13:51,27.3,22,5,no,no,no
3/20/2023,1:13:55,27.3,22,6,no,no,no
3/20/2023,1:13:58,27.3,22,5,no,no,no
3/20/2023,1:14:02,27.3,22,4,no,no,no
3/20/2023,1:14:05,27.3,22,5,no,no,no
3/20/2023,1:14:08,27.3,22,4,no,no,no
3/20/2023,1:14:11,27.3,22,4,no,no,no
3/20/2023,1:14:14,27.3,21,6,no,no,no
3/20/2023,1:14:17,27.2,22,4,no,no,no
3/20/2023,1:14:21,27.2,22,6,no,no,no
3/20/2023,1:14:24,27.2,22,5,no,no,no
3/20/2023,1:14:29,27.2,22,5,no,no,no
3/20/2023,1:14:33,27.2,22,4,no,no,no
3/20/2023,1:14:36,27.2,22,5,no,no,no
3/20/2023,1:14:40,27.2,21,6,no,no,no
3/20/2023,1:14:43,27.2,22,5,no,no,no
3/20/2023,1:14:46,27.2,21,4,no,no,no
3/20/2023,1:15:05,27.2,21,5,no,no,no
3/20/2023,1:15:10,27.2,21,5,no,no,no
3/20/2023,1:15:14,27.1,21,6,no,no,no
3/20/2023,1:15:18,27.1,21,3,no,no,no
3/20/2023,1:15:22,27.1,21,7,no,no,no
3/20/2023,1:15:25,27.1,22,5,no,no,no
3/20/2023,1:15:29,27.1,22,4,no,no,no
3/20/2023,1:15:32,27.1,22,6,no,no,no
3/20/2023,1:15:35,27.1,22,7,no,no,no
3/20/2023,1:15:38,27.1,22,5,no,no,no
3/20/2023,1:15:42,27.1,22,5,no,no,no
3/20/2023,1:15:45,27.1,22,5,no,no,no
3/20/2023,1:15:49,27.1,22,6,no,no,no
3/20/2023,1:15:52,27.1,22,4,no,no,no
3/20/2023,1:15:56,27.1,22,6,no,no,no
3/20/2023,1:15:59,27.1,22,4,no,no,no
3/20/2023,1:16:03,27.1,22,5,no,no,no
3/20/2023,1:16:06,27.1,22,4,no,no,no
3/20/2023,1:16:10,27.1,23,4,no,no,no
3/20/2023,1:16:14,27.1,23,6,no,no,no
3/20/2023,1:16:17,27.1,23,6,no,no,no
3/20/2023,1:16:21,27.1,23,4,no,no,no
3/20/2023,1:16:24,27.1,23,5,no,no,no
3/20/2023,1:16:28,27.1,23,6,no,no,no
3/20/2023,1:16:31,27.1,23,5,no,no,no
3/20/2023,1:16:34,27.1,23,4,no,no,no
3/20/2023,1:16:38,27.1,23,5,no,no,no
3/20/2023,1:16:41,27.1,23,7,no,no,no
3/20/2023,1:16:45,27.1,23,3,no,no,no
3/20/2023,1:16:48,27.1,23,5,no,no,no
3/20/2023,1:16:51,27.1,23,4,no,no,no
3/20/2023,1:16:54,27.1,23,5,no,no,no
3/20/2023,1:16:58,27.1,23,7,no,no,no
3/20/2023,1:17:01,27.1,23,5,no,no,no
3/20/2023,1:17:05,27.1,23,5,no,no,no
3/20/2023,1:17:09,27.1,23,5,no,no,no
3/20/2023,1:17:12,27.1,23,7,no,no,no
3/20/2023,1:17:16,27.1,23,5,no,no,no
3/20/2023,1:17:19,27.1,23,7,no,no,no
3/20/2023,1:17:23,27.1,23,4,no,no,no
3/20/2023,1:17:26,27.1,23,6,no,no,no
3/20/2023,1:17:30,27.1,23,4,no,no,no
3/20/2023,1:17:33,27.1,23,4,no,no,no
3/20/2023,1:17:36,27.1,23,6,no,no,no
3/20/2023,1:17:39,27.1,23,4,no,no,no
3/20/2023,1:17:43,27.1,23,5,no,no,no
3/20/2023,1:17:48,27.1,23,5,no,no,no
3/20/2023,1:17:51,27.1,23,6,no,no,no
3/20/2023,1:17:54,27.1,23,4,no,no,no
3/20/2023,1:17:58,27.1,23,7,no,no,no
3/20/2023,1:18:01,27.1,23,5,no,no,no
3/20/2023,1:18:05,27.1,23,5,no,no,no
3/20/2023,1:18:08,27.1,23,5,no,no,no
3/20/2023,1:18:12,27.1,23,6,no,no,no
3/20/2023,1:18:16,27.1,23,4,no,no,no
3/20/2023,1:18:18,27.1,23,5,no,no,no
3/20/2023,1:18:22,27.1,23,6,no,no,no
3/20/2023,1:18:25,27.1,23,4,no,no,no
3/20/2023,1:18:28,27.1,23,7,no,no,no
3/20/2023,1:18:32,27.1,23,5,no,no,no
3/20/2023,1:18:36,27.1,23,6,no,no,no
3/20/2023,1:18:39,27.1,23,5,no,no,no
3/20/2023,1:18:43,27.1,23,5,no,no,no
3/20/2023,1:18:46,27.1,23,5,no,no,no
3/20/2023,1:18:49,27.1,23,6,no,no,no
3/20/2023,1:18:52,27.1,23,5,no,no,no
3/20/2023,1:18:55,27.1,23,5,no,no,no
3/20/2023,1:18:59,27.1,23,4,no,no,no
3/20/2023,1:19:02,27.1,23,4,no,no,no
3/20/2023,1:19:06,27.1,23,7,no,no,no
3/20/2023,1:19:09,27.1,23,5,no,no,no
3/20/2023,1:19:15,27.1,23,4,no,no,no
3/20/2023,1:19:21,27.1,23,4,no,no,no
3/20/2023,1:19:24,27.1,23,4,no,no,no
3/20/2023,1:19:28,27.1,23,5,no,no,no
3/20/2023,1:19:32,27.1,23,7,no,no,no
3/20/2023,1:19:35,27.1,23,4,no,no,no
3/20/2023,1:19:39,27.1,23,5,no,no,no
3/20/2023,1:19:42,27.1,23,5,no,no,no
3/20/2023,1:19:46,27.1,23,4,no,no,no
3/20/2023,1:19:49,27.1,23,7,no,no,no
3/20/2023,1:19:53,27.1,23,5,no,no,no
3/20/2023,1:19:56,27,23,4,no,no,no
3/20/2023,1:19:59,27.1,23,5,no,no,no
3/20/2023,1:20:10,27.1,23,6,no,no,no
3/20/2023,1:20:14,27.1,23,6,no,no,no
3/20/2023,1:20:17,27.1,23,5,no,no,no
3/20/2023,1:20:20,27.1,23,9,no,no,no
3/20/2023,1:20:24,27.1,23,15,no,no,no
3/20/2023,1:20:27,27.1,23,13,no,no,no
3/20/2023,1:20:31,27.1,23,4,no,no,no
3/20/2023,1:20:35,27.1,23,4,no,no,no
3/20/2023,1:20:38,27.1,23,4,no,no,no
3/20/2023,1:20:42,27.1,23,7,no,no,no
3/20/2023,1:20:46,27.1,23,9,no,no,no
3/20/2023,1:20:49,27.1,31,8,no,no,no
3/20/2023,1:20:52,27.2,40,7,no,no,no
3/20/2023,1:20:56,27.4,43,5,no,no,no
3/20/2023,1:20:59,27.6,46,6,no,no,no
3/20/2023,1:21:02,27.9,49,6,no,no,no
3/20/2023,1:21:06,28.2,51,5,no,no,no
3/20/2023,1:21:10,28.5,51,6,no,no,no
3/20/2023,1:21:13,28.8,52,4,no,no,no
3/20/2023,1:21:16,29.1,53,8,no,no,no
3/20/2023,1:21:20,29.4,54,5,no,no,no
3/20/2023,1:21:23,29.6,54,4,no,no,no
3/20/2023,1:21:27,29.9,55,3,no,yes,no
3/20/2023,1:21:30,30.2,55,5,no,no,no
3/20/2023,1:21:34,30.4,55,5,no,no,no
3/20/2023,1:21:38,30.7,55,5,no,no,no
3/20/2023,1:21:41,30.9,55,6,no,no,no
3/20/2023,1:21:44,31.1,53,6,no,no,no
3/20/2023,1:21:48,31.2,51,7,no,no,no
3/20/2023,1:21:54,31.4,57,6,no,no,no
3/20/2023,1:21:57,31.8,61,5,no,no,no
3/20/2023,1:22:00,31.9,55,8,no,no,no
3/20/2023,1:22:04,32,51,5,no,no,no
3/20/2023,1:22:07,32,47,4,no,no,no
3/20/2023,1:22:10,32.1,43,6,no,no,no
3/20/2023,1:22:13,32.1,41,9,no,no,no
3/20/2023,1:22:16,32.1,38,6,no,no,no
3/20/2023,1:22:20,32.1,35,5,no,no,no
3/20/2023,1:22:23,32,33,4,no,no,no
3/20/2023,1:22:26,32,30,4,no,no,no
3/20/2023,1:22:29,32,28,4,no,no,no
3/20/2023,1:22:33,31.9,26,4,no,no,no
3/20/2023,1:22:36,31.9,25,6,no,no,no
3/20/2023,1:22:39,31.8,23,5,no,no,no
3/20/2023,1:22:43,31.8,22,5,no,no,no
3/20/2023,1:22:47,31.7,21,7,no,no,no
3/20/2023,1:22:51,31.7,20,5,no,no,no
3/20/2023,1:22:54,31.6,19,5,no,no,no
3/20/2023,1:22:57,31.5,19,5,no,no,no
3/20/2023,1:23:01,31.5,19,6,no,no,no
3/20/2023,1:23:05,31.4,18,5,no,no,no
3/20/2023,1:23:08,31.3,18,7,no,no,no
3/20/2023,1:23:11,31.2,18,5,no,no,no
3/20/2023,1:23:14,31.2,17,7,no,no,no
7/3/2023,2:30:44,29.9,63,4,no,no,no
7/3/2023,2:30:47,28.7,67,5,no,no,no
7/3/2023,2:30:50,28.7,67,4,no,no,no
7/3/2023,2:30:53,28.7,67,5,no,no,no
7/3/2023,2:30:56,28.7,67,6,no,no,no
7/3/2023,2:30:59,28.7,67,5,no,no,no
7/3/2023,2:31:03,28.7,67,5,no,no,no
7/3/2023,2:31:08,28.7,67,5,no,no,no
7/3/2023,2:31:10,28.7,67,5,no,no,no
7/3/2023,2:31:13,28.7,67,4,no,no,no
7/3/2023,2:31:17,28.7,67,6,no,no,no
7/3/2023,2:31:19,28.7,67,5,no,no,no
7/3/2023,2:31:23,28.7,67,4,no,no,no
7/3/2023,2:31:25,28.7,67,4,no,no,no
7/3/2023,2:31:29,28.7,67,4,no,no,no
7/3/2023,2:31:31,28.7,67,5,no,no,no
7/3/2023,2:31:34,28.7,67,6,no,no,no
7/3/2023,2:31:37,28.7,67,5,no,no,no
7/3/2023,2:31:40,28.7,67,4,no,no,no
7/3/2023,2:31:43,28.7,67,6,no,no,no
7/3/2023,2:31:45,28.7,67,5,no,no,no
7/3/2023,2:31:48,28.7,67,5,no,no,no
7/3/2023,2:31:51,28.7,67,5,no,no,no
7/3/2023,2:31:54,28.7,67,5,no,no,no
7/3/2023,2:31:57,28.7,67,3,no,yes,no
7/3/2023,2:32:00,28.7,67,4,no,no,no
7/3/2023,2:32:03,28.7,67,5,no,no,no
7/3/2023,2:32:06,28.7,67,5,no,no,no
7/3/2023,2:32:09,28.7,68,5,no,no,no
7/3/2023,2:32:12,28.7,67,3,no,yes,no
7/3/2023,2:32:14,28.7,68,5,no,no,no
7/3/2023,2:32:17,28.7,68,5,no,no,no
7/3/2023,2:32:20,28.7,68,5,no,no,no
7/3/2023,2:32:23,28.7,68,5,no,no,no
7/3/2023,2:32:26,28.7,68,4,no,no,no
7/3/2023,2:32:29,28.7,68,5,no,no,no
7/3/2023,2:32:32,28.7,68,5,no,no,no
7/3/2023,2:32:35,28.7,68,5,no,no,no
7/3/2023,2:32:38,28.7,68,5,no,no,no
7/3/2023,2:32:41,28.7,68,5,no,no,no
7/3/2023,2:32:44,28.7,68,4,no,no,no
7/3/2023,2:32:47,28.7,68,5,no,no,no
7/3/2023,2:32:50,28.7,68,5,no,no,no
7/3/2023,2:32:53,28.7,68,5,no,no,no
7/3/2023,2:32:56,28.7,68,5,no,no,no
7/3/2023,2:32:59,28.7,68,4,no,no,no
7/3/2023,2:33:03,28.7,68,5,no,no,no
7/3/2023,2:33:06,28.7,68,5,no,no,no
7/3/2023,2:33:09,28.7,68,5,no,no,no
7/3/2023,2:33:12,28.7,68,6,no,no,no
7/3/2023,2:33:15,28.7,68,5,no,no,no
7/3/2023,2:33:19,28.7,68,5,no,no,no
7/3/2023,2:33:22,28.7,68,5,no,no,no
7/3/2023,2:33:25,28.7,68,5,no,no,no
7/3/2023,2:33:28,28.7,68,4,no,no,no
7/3/2023,2:33:31,28.7,68,4,no,no,no
7/3/2023,2:33:34,28.7,68,5,no,no,no
7/3/2023,2:33:36,28.7,68,5,no,no,no
7/3/2023,2:33:39,28.7,68,5,no,no,no
7/3/2023,2:33:42,28.7,68,5,no,no,no
7/3/2023,2:33:45,28.7,68,6,no,no,no
7/3/2023,2:33:49,28.7,68,5,no,no,no
7/3/2023,2:33:52,28.7,68,5,no,no,no
7/3/2023,2:33:55,28.7,68,7,no,no,no
7/3/2023,2:33:59,28.7,68,4,no,no,no
7/3/2023,2:34:01,28.7,68,5,no,no,no
7/3/2023,2:34:05,28.7,68,4,no,no,no
7/3/2023,2:34:08,28.7,68,5,no,no,no
7/3/2023,2:34:11,28.7,68,5,no,no,no
7/3/2023,2:34:14,28.7,68,4,no,no,no
7/3/2023,2:34:17,28.7,68,5,no,no,no
7/3/2023,2:34:20,28.7,68,5,no,no,no
7/3/2023,2:34:23,28.7,68,4,no,no,no
7/3/2023,2:34:26,28.7,68,4,no,no,no
7/3/2023,2:34:29,28.7,68,4,no,no,no
7/3/2023,2:34:32,28.7,68,5,no,no,no
7/3/2023,2:34:35,28.7,68,5,no,no,no
7/3/2023,2:34:38,28.7,68,4,no,no,no
7/3/2023,2:34:41,28.7,68,5,no,no,no
7/3/2023,2:34:44,28.7,68,5,no,no,no
7/3/2023,2:34:46,28.7,68,6,no,no,no
7/3/2023,2:34:49,28.7,68,5,no,no,no
7/3/2023,2:34:52,28.7,68,4,no,no,no
7/3/2023,2:34:55,28.7,68,5,no,no,no
7/3/2023,2:34:58,28.7,68,5,no,no,no
7/3/2023,2:35:02,28.7,68,5,no,no,no
7/3/2023,2:35:05,28.7,68,4,no,no,no
7/3/2023,2:35:08,28.7,68,5,no,no,no
7/3/2023,2:35:11,28.7,68,4,no,no,no
7/3/2023,2:35:14,28.7,68,5,no,no,no
7/3/2023,2:35:17,28.6,68,6,no,no,no
7/3/2023,2:35:20,28.7,68,4,no,no,no
7/3/2023,2:35:22,28.7,68,6,no,no,no
7/3/2023,2:35:25,28.7,68,5,no,no,no
7/3/2023,2:35:28,28.7,68,5,no,no,no
7/3/2023,2:35:31,28.7,68,5,no,no,no
7/3/2023,2:35:34,28.7,69,6,no,no,no
7/3/2023,2:35:37,28.7,68,6,no,no,no
7/3/2023,2:35:40,28.7,69,4,no,no,no
7/3/2023,2:35:43,28.7,69,5,no,no,no
7/3/2023,2:35:47,28.7,69,5,no,no,no
7/3/2023,2:35:51,28.7,69,4,no,no,no
7/3/2023,2:35:55,28.7,69,5,no,no,no
7/3/2023,2:35:58,28.7,69,4,no,no,no
7/3/2023,2:36:00,28.7,69,4,no,no,no
7/3/2023,2:36:03,28.7,69,22,no,no,no
7/3/2023,2:36:06,28.7,69,5,no,no,no
7/3/2023,2:36:09,28.7,69,5,no,no,no
7/3/2023,2:36:12,28.7,69,4,no,no,no
7/3/2023,2:36:15,28.7,69,6,no,no,no
7/3/2023,2:36:18,28.7,69,6,no,no,no
7/3/2023,2:36:21,28.7,69,6,no,no,no
7/3/2023,2:36:23,28.7,69,6,no,no,no
7/3/2023,2:36:26,28.7,69,4,no,no,no
7/3/2023,2:36:29,28.7,69,5,no,no,no
7/3/2023,2:36:32,28.7,69,5,no,no,no
7/3/2023,2:36:36,28.7,69,5,no,no,no
7/3/2023,2:36:39,28.7,69,5,no,no,no
7/3/2023,2:36:42,28.7,69,6,no,no,no
7/3/2023,2:36:45,28.7,69,4,no,no,no
7/3/2023,2:36:48,28.7,69,5,no,no,no
7/3/2023,2:36:51,28.7,69,4,no,no,no
7/3/2023,2:36:54,28.7,69,5,no,no,no
7/3/2023,2:36:57,28.7,69,5,no,no,no
7/3/2023,2:37:00,28.7,69,5,no,no,no
7/3/2023,2:37:03,28.7,68,5,no,no,no
7/3/2023,2:37:06,28.7,69,6,no,no,no
7/3/2023,2:37:09,28.7,69,5,no,no,no
7/3/2023,2:37:13,28.7,69,4,no,no,no
7/3/2023,2:37:16,28.7,69,3,no,yes,no
7/3/2023,2:37:19,28.7,69,4,no,no,no
7/3/2023,2:37:21,28.7,69,5,no,no,no
7/3/2023,2:37:24,28.7,69,5,no,no,no
7/3/2023,2:37:27,28.7,69,5,no,no,no
7/3/2023,2:37:30,28.7,69,4,no,no,no
7/3/2023,2:37:33,28.7,69,5,no,no,no
7/3/2023,2:37:36,28.7,69,5,no,no,no
7/3/2023,2:37:39,28.7,69,4,no,no,no
7/3/2023,2:37:41,28.7,69,41,no,no,no
7/3/2023,2:38:10,28.7,69,5,no,no,no
7/3/2023,2:38:45,28.7,69,5,no,no,no
